time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
1.5000000000000009,-2.130439050970077,3.25793499080218,0.0,5.007136519366618,6.0623853033737625,0.0,-1.2960771458310099,2.8819230252519543,-14.170944894294857,-20.507231140313557,3.1177955337155256,0.0,238.1147979604835,125.60436116758213,721.8710276527285,151.5701637608471,1,-55.05851866462114
1.5000000000000009,-2.1431995003834476,3.263563650901557,0.0,5.0383866623012885,6.034700192124369,0.0,-1.311359053597856,2.899990590258946,-14.153425138023726,-20.48212940402682,3.1294485315957767,0.0,237.0593525845305,125.63926915743095,721.6501096785023,151.56473041939876,2,-55.05134993937744
1.5000000000000009,-2.121912826354586,2.8734468275905125,0.0,4.474054765632294,2.094727033758412,0.0,-2.2171160121125446,1.0866628884908087,-15.92487675713753,-20.398263791137154,20.581517239157574,0.0,175.05158757907438,744.160383135221,708.7676472752784,13.965555464053425,3,-55.24893481804564
1.560000000000001,0.03851274315443391,-0.05096961210063873,0.0,2.3350761371411792,5.066099862209185,0.0,0.48057673558427927,2.058898060660481,-9.59515888480072,-28.12184383975995,27.50673016330369,0.0,47.89353673317924,878.5359800640855,885.942033483781,1.2393101594786382,4,-58.396386218657284
1.2000000000000006,-0.3467071642463671,2.238448252439857,0.0,3.827789457262101,5.463251996672454,0.0,0.22800773550782316,2.8894948316714175,-20.19577763291747,-28.724345118958848,28.70780851252605,0.0,5.089838499227042,897.8909038035096,900.0651679668209,-0.712001627159267,5,-44.89279929137443
3.0600000000000023,-1.801855327261583,-33.06019499614869,0.0,2.5011692739632885,2.9202909399452004,0.0,-1.1213668343550987,-20.11375997818095,-5.775968871915349,-28.8509712060342,28.82894900217317,0.0,0.43305774026170446,899.7132898835208,900.5173787789455,-0.6310769798730032,6,-111.41101722201408
5.0399999999999805,-2.99798637828251,-64.65289310947762,4.904563679568398,2.102964575544256,3.629773236340391,0.0,-1.1044055146323055,-21.17859683769459,-1.061644328635103,-28.83528611772051,28.848240170449216,0.0,0.10297175477160378,900.3257122506532,899.9551755417352,0.21089853690004545,7,-170.70921471194785
5.0399999999999805,-2.839782401628163,-62.82545530511362,4.9700317405389915,4.175174758350222,3.571459053054255,0.0,-1.048817487371129,-19.153398391540524,-6.454220274123145,-7.40872676737903,28.833164634980736,0.0,0.091297720491063,899.9425375117979,899.5155746384128,899.3813986699142,8,-166.4261853441291
1.5000000000000009,-1.1655759813620794,0.5695465089407128,0.0,3.129629265363068,1.7894641095576862,0.0,-0.7588532567777357,0.5810084287033126,-15.629358360337443,-2.86291459836842,28.823340934640278,0.0,2.5482865815420634,899.4993497624141,900.1744905048747,899.2829619589485,9,-54.84280377143567
1.740000000000001,-1.9444598601355032,-0.00023609512841560288,0.0,6.260343941928898,2.6406669566658945,0.0,-1.997735879037677,-0.008462747403623766,-13.81314532281996,-0.20872099442215242,28.82498868657679,0.0,0.014200667826370056,899.8599253951098,900.007037731872,899.82712440154,10,-62.48566166871657
1.740000000000001,-1.9640976350813732,-0.0021890165817284118,0.0,6.2509242391,2.7069875503597416,0.0,-2.0602091311879667,-0.02110245482653378,-13.875005218312891,-0.009809997147042143,28.836425787350564,0.0,0.9196246066366436,900.0123254041949,899.2633113063614,900.1962420617631,11,-62.477394586679765
1.680000000000001,-3.9135948819702904,0.06030035563714732,0.0,6.212514867241481,4.406291281311534,0.0,-2.71638783170445,0.7218491198520443,-20.823344823232993,0.37422489880038506,5.246026351948472,0.0,898.6681270629219,899.4784044764526,894.5427501183846,899.7956669053317,12,-59.71131329245702
4.559999999999991,15.791727784687385,150.0,300.0,2.2967113062398745,5.3160190488871955,0.0,-19.483569308708216,43549.56903470573,50761.06177732783,0.6305348731543942,-0.46504624027600977,0.0,900.7034019890086,900.2816804861203,900.2702625475998,899.8196825539313,13,-139.5889719881836
5.0399999999999805,20.97303955341752,-0.09997313538123025,139.20695393140335,5.713256833690021,5.522006916721084,0.0,13.783111711451639,-7.477335507247053,26.379202008203638,-0.13566713230147753,-0.15605056859148986,0.0,899.8587750342574,900.3299401014134,900.4836467748097,900.0584824206343,14,-171.05510966996758
5.0399999999999805,-14.093944043994409,-31.17568984255174,132.8263077706734,5.199044805494358,1.0653371699984664,0.0,-17.810051254827627,-17.723868266069523,19.401883098368586,-0.43901058087348394,0.4927609453339395,0.0,899.8650506887063,899.7304229630804,900.347513309422,900.0257553099685,15,-171.08181603222476
5.0399999999999805,-33.05710135359752,27.94956075138625,138.67243643925246,1.1969390684449879,1.4726292672020271,0.0,-25.404079820162234,8.588423309900937,25.96295322068697,0.40579474708176405,0.7027758335712996,0.0,899.5978551836283,899.7760993453344,899.58231587486,899.7299208760284,16,-171.1049228852665
5.0399999999999805,-54.096802650582966,-11.460180295889113,123.09863036634587,0.9220746594973495,1.8925992021770117,0.0,-31.701077142411965,-7.581657463226558,12.865300195788135,0.3865623243665511,0.7574359003390502,0.0,899.591763668077,900.1611582301197,900.0575636458129,899.9105418062863,17,-171.1012638169605
4.859999999999984,44.161131588326846,-2.2825163618831814,300.0,6.131224796475042,4.500835486143046,0.0,385.47487965421374,-288.99387099005287,2091.937558108845,-0.08600864276013623,-0.5912447299430252,0.0,900.3900654876778,898.9983734675187,898.9283461749999,899.5744291512739,18,-160.22001078597918
5.0399999999999805,-16.83369165169853,-41.534105440052286,127.56091040163395,5.263513505038201,0.3416458141258216,0.0,-8.576952137044914,-22.034943345597743,17.748851931732844,-0.3005044856265527,0.0154898698181295,0.0,900.2557045501469,899.9425705734037,900.0115055333719,900.2245578889649,19,-171.10887189682023
5.0399999999999805,-10.524047115632918,-30.057923630951645,133.60798633131574,5.94929854211205,0.4811454075093975,0.0,-8.22630457902936,-13.800040816561507,24.51575089334888,-0.048556198046355664,0.19966492106249836,0.0,900.1900978443771,900.7204975428738,900.390201723773,900.1533062956486,20,-170.96839536121985
5.0399999999999805,-61.47688044139554,6.3138274693953935,113.23666671235243,0.03590503474580675,2.0764614843601485,0.0,-33.88038284113057,1.647879031884009,0.16267633403698323,0.1431036639884485,0.509406764150633,0.0,900.6387499621377,899.9700737855902,899.6273329223316,899.9048859866256,21,-171.10647126934995
5.0399999999999805,-27.306598968989526,2.2749213029218653,134.933869749977,5.680049469335788,1.0161366596033954,0.0,-19.864363491374625,-3.5843821603881816,22.881191279702207,-0.4888710178071614,0.3453849041576171,0.0,900.4493809415894,899.9099092513901,899.783313144283,899.5149373049449,22,-171.02107218646924
5.0399999999999805,-30.34274230615688,-58.79909081571609,113.125332808853,4.6387620423621385,0.19695451961702215,0.0,-14.528499091342267,-27.888682026346626,5.987676007623975,-0.48054591578184563,-0.3625072810521787,0.0,899.9297880967226,899.5025252830209,900.4275701791021,899.5701071663462,23,-171.11452080787979
5.0399999999999805,-20.42276588493158,-7.377051439767536,135.96492465005136,6.128935207629054,0.36364091456023484,0.0,-11.518479699985349,-2.9933206316528134,25.88967559986777,-0.3257823458711395,0.07845117040152316,0.0,900.0529565892688,900.2938990363408,900.8927922664113,900.0188293861037,24,-171.043254096561
5.0399999999999805,-8.014678306327005,-36.70662210652338,130.0274388414353,4.842267884945061,0.08162782588134654,0.0,-1.8803730089050745,-27.575810118598415,15.183034922044328,-0.2552402356092182,0.34448293838348415,0.0,899.5129705643079,900.4671160179427,900.1346745983235,900.3608131204784,25,-171.00857681625763
5.0399999999999805,14.587905466109225,-6.02247575743491,138.59501055110914,0.5320667623659787,6.007547055173898,0.0,7.8582375373222675,-1.1115886512232707,30.43527820580399,0.36307184262404507,-0.14881328439122718,0.0,899.5602575983049,900.2790723152696,899.9173414135887,899.5541735454659,26,-171.03073514217704
5.0399999999999805,10.126507447811825,27.97112570621624,151.52276133977594,1.0529284792592666,5.087228509886934,0.0,10.832650162094511,23.740893080313985,45.85857507441324,0.34725041154074937,-0.24064644504837804,0.0,899.8737081029518,900.2946785091572,900.0138514620795,900.3935211043593,27,-171.0406357853788
5.0399999999999805,11.867047645814393,19.05727962499981,191.44561338084455,1.8008264550803457,5.93268399950513,0.0,11.725905367232158,42.68636518717446,170.7075368642534,0.5952416008660129,-0.2098928233276657,0.0,899.8106854278981,899.8814646790759,900.8327475453202,899.6580238242024,28,-171.01995427229355
5.0399999999999805,-14.78045989081211,-16.17873881126352,136.4434820530303,5.412642471591088,0.05465917281667654,0.0,-6.008198850126916,-15.350092511758152,25.16237795530216,-0.20680448723437023,0.11691144091578112,0.0,899.8947439189506,899.9625708504112,899.6225728040113,900.5228779343291,29,-171.01302569628888
