time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
1.5000000000000009,0.3677318551777716,-0.29903927225368054,0.0,4.659825199771404,2.7256999954989567,0.0,-0.14638679570186208,-1.0870126369061608,-15.221099701226308,-4.2704362246050875,14.202400061865873,0.0,302.6129148926332,497.669255407488,470.1817508153801,404.4351527073438,1,3.321586365543297
1.5000000000000009,0.3759491070781441,-0.3001174791668072,0.0,4.647838955008819,2.705955408058129,0.0,-0.1313789862695303,-1.096130055508135,-15.260169916495672,-4.20447316690897,14.189956537114103,0.0,303.1397142169464,497.7090153464241,469.30232453863374,404.9504606045159,2,3.255633118070193
1.5000000000000009,0.3886581723841678,-0.3060012073682555,0.0,4.469735296105924,2.732803391949343,0.0,-0.06572717008598264,-1.0464939785283456,-15.452275660469514,-4.347854987786822,14.7487338167575,0.0,290.2174858030206,512.2285117079753,466.49465046863565,406.86402644651434,3,3.214636100401812
1.5000000000000009,-0.24010398937496433,-0.1557670591505871,0.0,4.5608946140815405,3.7213160459884005,0.0,-0.5133913005838988,0.18107451526339388,-14.842463952952944,-8.217720266193934,17.510775463906796,0.0,235.84969316313158,610.1640939973852,460.6092354237165,403.53763331117125,4,1.7717414325248342
1.5000000000000009,0.14423662667036347,0.6055945015285852,0.0,5.809699933082122,0.23271876907744726,0.0,0.9945640208554183,0.25154319754906584,-14.190481345509674,-12.522789531224385,17.119886055869657,0.0,251.78654591684307,633.5807053934524,533.6017624406954,376.0180744909417,5,5.289121280948724
1.3200000000000007,0.3226061598254521,0.2382623908463183,0.0,5.360984000250141,1.8932140143622043,0.0,0.5065207561463312,-0.730521595750082,-14.035290069103034,-14.594431489874532,19.08096238404656,0.0,259.5824676860914,680.446394535591,558.3772948577499,297.644949322879,6,2.4374383338397863
1.560000000000001,0.2194200658840674,-0.96146000300781,0.0,2.3708905372499487,4.594617314648641,0.0,0.3779150643701011,-0.8787261688265736,-14.162615369175978,-12.815463088984428,18.279762044693868,0.0,336.54743953687273,670.3148490084684,488.6916276830539,373.4107501762156,7,-5.082384162232506
1.4400000000000008,-0.26241970795763464,-0.9958981144901092,0.0,3.4000674301272085,1.327020690858106,0.0,0.2868252333538721,-1.198169760838714,-14.82568001807826,-13.387029353269138,19.910018722730833,0.0,308.7906995763304,701.0114200743952,529.6672056896105,352.3734642459762,8,-4.400633214276883
1.560000000000001,0.46411711433016395,-0.6966027053340214,0.0,2.003698383508297,5.367223020174688,0.0,1.175323556974397,-0.03851829111530554,-14.178376423380683,-12.694939519417641,19.200305010316097,0.0,319.1127074965278,703.0907466959031,487.94318708322623,376.1575453605438,9,-5.393742072857238
1.560000000000001,0.07601931269058078,-0.3891507147561935,0.0,2.876655420062658,4.457988618660053,0.0,0.0020506141019231705,-0.06193322416125257,-13.715188217068109,-13.240900200221033,18.725108314144336,0.0,323.8725833405906,666.971923709466,469.83951338935213,366.3229851499168,10,0.09426819227674343
1.620000000000001,0.12328978307041072,-1.6022190643985266,0.0,1.2909561465439658,4.530925184783939,0.0,0.2988028656955034,-0.8434990700912399,-14.41236317436126,-13.23153693067314,18.77297491407087,0.0,315.41172638088335,670.4426989403496,470.515617204108,347.0537416659895,11,-9.607978583603181
